#Beta_peaks Enhancers
#Created from /project/NeuralNet/CRC/ROSE/2.rose_Beta_narrow.05_broad.1_incltss/Beta_peaks_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Beta_H3K27ac.bam
#Using cutoff of 13012.3095 for Super-Enhancers
#Created on Oct 24 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Beta_H3K27ac.bam	enhancerRank	isSuper
1_Beta_peak_12190_lociStitched	chr16	24621538	24622132	1	595	395.0694	14360	0
2_Beta_peak_11691_lociStitched	chr16	981454	982349	2	767	395.053	14361	0
1_Beta_peak_22888_lociStitched	chr3	32346704	32347164	1	461	395.048	14362	0
2_Beta_peak_24864_lociStitched	chr4	11506759	11507709	2	576	395.01	14363	0
1_Beta_peak_7422_lociStitched	chr12	50381130	50381913	1	784	394.8669	14364	0
2_Beta_peak_2391_lociStitched	chr1	165227602	165229011	2	679	394.8018	14365	0
1_Beta_peak_23332_lociStitched	chr3	58477828	58478344	1	517	394.7916	14366	0
1_Beta_peak_35205_lociStitched	chrX	62974400	62975098	1	699	394.7888	14367	0
1_Beta_peak_15524_lociStitched	chr18	44126244	44126514	1	271	394.767	14368	0
1_Beta_peak_24773_lociStitched	chr4	4425100	4425754	1	655	394.7544	14369	0
1_Beta_peak_34922_lociStitched	chrX	14891513	14892079	1	567	394.7284	14370	0
1_Beta_peak_29620_lociStitched	chr6_dbb_hap3	1203140	1204035	1	896	394.695	14371	0
1_Beta_peak_14503_lociStitched	chr17	63096356	63097046	1	691	394.404	14372	0
1_Beta_peak_26226_lociStitched	chr5	14250274	14250816	1	543	394.2508	14373	0
1_Beta_peak_479_lociStitched	chr1	18835822	18836413	1	592	394.1379	14374	0
1_Beta_peak_18461_lociStitched	chr2	54950822	54951174	1	353	394.1344	14375	0
2_Beta_peak_4667_lociStitched	chr10	104387289	104388231	2	665	394.0386	14376	0
1_Beta_peak_19944_lociStitched	chr2	219187599	219188234	1	636	394.0175	14377	0
1_Beta_peak_16649_lociStitched	chr19	35263491	35264099	1	609	393.984	14378	0
1_Beta_peak_4792_lociStitched	chr10	114675597	114676223	1	627	393.9418	14379	0
1_Beta_peak_29637_lociStitched	chr6_dbb_hap3	2794808	2795782	1	975	393.8856	14380	0
1_Beta_peak_8556_lociStitched	chr13	21635121	21635786	1	666	393.8795	14381	0
2_Beta_peak_33491_lociStitched	chr9	37692338	37693135	2	602	393.8774	14382	0
1_Beta_peak_33697_lociStitched	chr9	81282832	81283376	1	545	393.8016	14383	0
1_Beta_peak_3599_lociStitched	chr10	7330218	7330750	1	533	393.7332	14384	0
1_Beta_peak_26098_lociStitched	chr4_gl000193_random	68142	68575	1	434	393.6403	14385	0
1_Beta_peak_16199_lociStitched	chr19	11434505	11435197	1	693	393.3328	14386	0
1_Beta_peak_22624_lociStitched	chr3	2892853	2893482	1	630	393.2508	14387	0
2_Beta_peak_10890_lociStitched	chr15	47729412	47730355	2	603	393.231	14388	0
1_Beta_peak_33284_lociStitched	chr9	7266404	7267442	1	1039	393.1944	14389	0
1_Beta_peak_7309_lociStitched	chr12	38008788	38009214	1	427	393.1554	14390	0
1_Beta_peak_4241_lociStitched	chr10	76345409	76345924	1	516	393.151	14391	0
1_Beta_peak_4962_lociStitched	chr10	132924184	132924892	1	709	393.0816	14392	0
1_Beta_peak_27748_lociStitched	chr5	179517056	179517626	1	571	392.958	14393	0
2_Beta_peak_35415_lociStitched	chrX	122302805	122303889	2	750	392.95	14394	0
1_Beta_peak_28658_lociStitched	chr6	54711126	54711808	1	683	392.832	14395	0
1_Beta_peak_1008_lociStitched	chr1	39608846	39609377	1	532	392.7807	14396	0
1_Beta_peak_7719_lociStitched	chr12	67909179	67909855	1	677	392.4856	14397	0
1_Beta_peak_22564_lociStitched	chr22	51039238	51039902	1	665	392.424	14398	0
2_Beta_peak_18775_lociStitched	chr2	86220910	86221800	2	593	392.401	14399	0
2_Beta_peak_23240_lociStitched	chr3	52861730	52862514	2	516	392.3136	14400	0
1_Beta_peak_22274_lociStitched	chr22	40342824	40343514	1	691	392.265	14401	0
1_Beta_peak_21169_lociStitched	chr20	57926092	57926513	1	422	392.0773	14402	0
1_Beta_peak_2000_lociStitched	chr1	146556255	146556835	1	581	391.964	14403	0
1_Beta_peak_35647_lociStitched	chrX_jh806593_fix	231821	232711	1	891	391.956	14404	0
1_Beta_peak_8409_lociStitched	chr12	125608374	125608860	1	487	391.8618	14405	0
1_Beta_peak_25312_lociStitched	chr4	82074623	82075359	1	737	391.6992	14406	0
1_Beta_peak_34870_lociStitched	chrX	2609332	2609926	1	595	391.5648	14407	0
1_Beta_peak_31277_lociStitched	chr7	138665771	138666631	1	861	391.558	14408	0
1_Beta_peak_11523_lociStitched	chr15	91388355	91388990	1	636	391.3505	14409	0
1_Beta_peak_16544_lociStitched	chr19	21541805	21542590	1	786	391.244	14410	0
1_Beta_peak_6555_lociStitched	chr11	113185279	113185991	1	713	391.1728	14411	0
1_Beta_peak_12211_lociStitched	chr16	27376140	27376632	1	493	391.14	14412	0
1_Beta_peak_34130_lociStitched	chr9	115818665	115819336	1	672	391.0588	14413	0
1_Beta_peak_26905_lociStitched	chr5	99397740	99398443	1	704	390.868	14414	0
1_Beta_peak_17841_lociStitched	chr2	8665932	8666603	1	672	390.6562	14415	0
1_Beta_peak_20758_lociStitched	chr20	33227716	33228300	1	585	390.6376	14416	0
1_Beta_peak_31568_lociStitched	chr7	158314359	158314857	1	499	390.5814	14417	0
1_Beta_peak_8755_lociStitched	chr13	34391741	34392484	1	744	390.5208	14418	0
1_Beta_peak_25910_lociStitched	chr4	169361504	169362398	1	895	390.3204	14419	0
1_Beta_peak_6604_lociStitched	chr11	116908236	116908681	1	446	390.2205	14420	0
2_Beta_peak_19913_lociStitched	chr2	217435965	217437133	2	689	390.112	14421	0
1_Beta_peak_3658_lociStitched	chr10	13628907	13629411	1	505	390.096	14422	0
1_Beta_peak_22981_lociStitched	chr3	42172438	42172872	1	435	390.0358	14423	0
1_Beta_peak_12364_lociStitched	chr16	31488497	31488955	1	459	389.987	14424	0
1_Beta_peak_4294_lociStitched	chr10	79291398	79291780	1	383	389.9456	14425	0
1_Beta_peak_26531_lociStitched	chr5	59668621	59669421	1	801	389.84	14426	0
1_Beta_peak_32928_lociStitched	chr8	131188515	131189097	1	583	389.8236	14427	0
2_Beta_peak_31598_lociStitched	chr7_gl582971_fix	1111496	1112522	2	622	389.7774	14428	0
1_Beta_peak_29096_lociStitched	chr6	130030743	130031315	1	573	389.7036	14429	0
1_Beta_peak_12177_lociStitched	chr16	23160358	23160765	1	408	389.7025	14430	0
1_Beta_peak_30747_lociStitched	chr7	91509716	91510356	1	641	389.632	14431	0
1_Beta_peak_14330_lociStitched	chr17	55654957	55655708	1	752	389.6188	14432	0
1_Beta_peak_7293_lociStitched	chr12	32646627	32647120	1	494	389.5686	14433	0
1_Beta_peak_19348_lociStitched	chr2	148221606	148222333	1	728	389.4539	14434	0
1_Beta_peak_30620_lociStitched	chr7	74380181	74381090	1	910	389.4156	14435	0
2_Beta_peak_9242_lociStitched	chr13	109983877	109985003	2	739	389.3708	14436	0
1_Beta_peak_9007_lociStitched	chr13	52493562	52494311	1	750	389.3302	14437	0
1_Beta_peak_27312_lociStitched	chr5	140978830	140979307	1	478	389.1843	14438	0
1_Beta_peak_557_lociStitched	chr1	21766258	21766875	1	618	389.1419	14439	0
1_Beta_peak_10577_lociStitched	chr15	23157824	23158578	1	755	389.1394	14440	0
2_Beta_peak_14717_lociStitched	chr17	73584974	73585913	2	739	389.1216	14441	0
1_Beta_peak_6342_lociStitched	chr11	83392307	83392938	1	632	389.0746	14442	0
1_Beta_peak_25962_lociStitched	chr4	183434819	183435376	1	558	389.0645	14443	0
2_Beta_peak_27368_lociStitched	chr5	143009045	143010012	2	731	388.8307	14444	0
1_Beta_peak_17645_lociStitched	chr1_jh636052_fix	3753694	3754502	1	809	388.5672	14445	0
2_Beta_peak_7074_lociStitched	chr12	8122864	8124135	2	865	388.5447	14446	0
2_Beta_peak_30165_lociStitched	chr7	28972614	28973627	2	703	388.4855	14447	0
2_Beta_peak_26066_lociStitched	chr4	187490751	187491814	2	863	388.4202	14448	0
1_Beta_peak_10160_lociStitched	chr14	81999764	82000195	1	432	388.2879	14449	0
1_Beta_peak_11957_lociStitched	chr16	9940253	9941008	1	756	388.221	14450	0
1_Beta_peak_29642_lociStitched	chr6_dbb_hap3	3048984	3049379	1	396	388.206	14451	0
1_Beta_peak_27005_lociStitched	chr5	112823814	112824525	1	712	388.206	14452	0
1_Beta_peak_27928_lociStitched	chr6	10528679	10529201	1	523	388.107	14453	0
1_Beta_peak_7166_lociStitched	chr12	15865446	15866324	1	879	387.9882	14454	0
1_Beta_peak_34719_lociStitched	chr9_gl383541_alt	56808	57408	1	601	387.9	14455	0
1_Beta_peak_23052_lociStitched	chr3	45883215	45883684	1	470	387.5816	14456	0
2_Beta_peak_29626_lociStitched	chr6_dbb_hap3	1878230	1879265	2	645	387.504	14457	0
1_Beta_peak_28898_lociStitched	chr6	107349487	107349958	1	472	387.4917	14458	0
2_Beta_peak_19922_lociStitched	chr2	217694042	217695069	2	740	387.4871	14459	0
1_Beta_peak_33341_lociStitched	chr9	21836639	21837134	1	496	387.387	14460	0
1_Beta_peak_19037_lociStitched	chr2	107153429	107154117	1	689	387.344	14461	0
1_Beta_peak_30247_lociStitched	chr7	36247589	36248097	1	509	387.1976	14462	0
1_Beta_peak_19461_lociStitched	chr2	163624914	163625578	1	665	387.1784	14463	0
1_Beta_peak_3785_lociStitched	chr10	26334706	26335172	1	467	387.1528	14464	0
1_Beta_peak_534_lociStitched	chr1	20939687	20940580	1	894	387.1155	14465	0
2_Beta_peak_26508_lociStitched	chr5	58168273	58169156	2	661	387.1072	14466	0
1_Beta_peak_12001_lociStitched	chr16	11990273	11990934	1	662	387.0155	14467	0
1_Beta_peak_29290_lociStitched	chr6	146660789	146661729	1	941	386.904	14468	0
1_Beta_peak_23238_lociStitched	chr3	52777379	52777993	1	615	386.8814	14469	0
1_Beta_peak_34038_lociStitched	chr9	110252334	110252802	1	469	386.8488	14470	0
1_Beta_peak_35577_lociStitched	chrX_jh806587_fix	1974683	1975454	1	772	386.8107	14471	0
2_Beta_peak_18571_lociStitched	chr2	65546905	65547712	2	673	386.7951	14472	0
1_Beta_peak_6282_lociStitched	chr11	75346243	75346580	1	338	386.7412	14473	0
1_Beta_peak_18691_lociStitched	chr2	73964263	73965055	1	793	386.6544	14474	0
1_Beta_peak_19567_lociStitched	chr2	175708821	175709313	1	493	386.6136	14475	0
1_Beta_peak_2772_lociStitched	chr1	203793802	203794227	1	426	386.24	14476	0
1_Beta_peak_17646_lociStitched	chr1_jh636052_fix	3900114	3900692	1	579	386.2196	14477	0
1_Beta_peak_7371_lociStitched	chr12	48167034	48167753	1	720	386.103	14478	0
1_Beta_peak_34866_lociStitched	chrX	2418144	2418592	1	449	385.9968	14479	0
1_Beta_peak_4463_lociStitched	chr10	91460813	91461241	1	429	385.9276	14480	0
1_Beta_peak_7470_lociStitched	chr12	51911295	51912131	1	837	385.8976	14481	0
1_Beta_peak_32603_lociStitched	chr8	97780570	97781217	1	648	385.8708	14482	0
1_Beta_peak_12438_lociStitched	chr16	49315859	49316322	1	464	385.8642	14483	0
1_Beta_peak_4075_lociStitched	chr10	63422445	63422991	1	547	385.8582	14484	0
1_Beta_peak_12785_lociStitched	chr16	72955598	72956131	1	534	385.7854	14485	0
1_Beta_peak_9146_lociStitched	chr13	97842335	97843115	1	781	385.71	14486	0
1_Beta_peak_34882_lociStitched	chrX	3761266	3762026	1	761	385.548	14487	0
1_Beta_peak_20422_lociStitched	chr20	6103354	6104255	1	902	385.3577	14488	0
1_Beta_peak_22792_lociStitched	chr3	15809898	15810500	1	603	385.28	14489	0
1_Beta_peak_5932_lociStitched	chr11	63580857	63581612	1	756	385.201	14490	0
1_Beta_peak_8835_lociStitched	chr13	41837376	41837947	1	572	385.1395	14491	0
1_Beta_peak_22217_lociStitched	chr22	38302294	38302759	1	466	385.113	14492	0
1_Beta_peak_11185_lociStitched	chr15	71407700	71408451	1	752	385.1128	14493	0
1_Beta_peak_28157_lociStitched	chr6	26401973	26402739	1	767	385.0682	14494	0
1_Beta_peak_13305_lociStitched	chr17	4458750	4459298	1	549	384.97	14495	0
1_Beta_peak_4832_lociStitched	chr10	118707377	118708174	1	798	384.951	14496	0
2_Beta_peak_31253_lociStitched	chr7	134330988	134331959	2	638	384.8073	14497	0
1_Beta_peak_23786_lociStitched	chr3	121264986	121265872	1	887	384.6126	14498	0
1_Beta_peak_13270_lociStitched	chr17	3626668	3627327	1	660	384.3947	14499	0
1_Beta_peak_8690_lociStitched	chr13	31247989	31248682	1	694	384.2685	14500	0
1_Beta_peak_16141_lociStitched	chr19	9982548	9983126	1	579	384.1966	14501	0
2_Beta_peak_17606_lociStitched	chr1_jh636052_fix	1909751	1910681	2	642	384.183	14502	0
1_Beta_peak_31171_lociStitched	chr7	127983473	127984054	1	582	384.0991	14503	0
1_Beta_peak_12918_lociStitched	chr16	82044858	82045386	1	529	383.9616	14504	0
1_Beta_peak_17112_lociStitched	chr19	47852529	47853081	1	553	383.916	14505	0
1_Beta_peak_32932_lociStitched	chr8	131276018	131276534	1	517	383.904	14506	0
1_Beta_peak_26043_lociStitched	chr4	186717537	186718065	1	529	383.856	14507	0
2_Beta_peak_20987_lociStitched	chr20	46555870	46556850	2	610	383.572	14508	0
1_Beta_peak_5421_lociStitched	chr11	17484817	17485137	1	321	383.552	14509	0
1_Beta_peak_26469_lociStitched	chr5	54103609	54104361	1	753	383.52	14510	0
1_Beta_peak_33314_lociStitched	chr9	17807230	17807785	1	556	383.394	14511	0
1_Beta_peak_32773_lociStitched	chr8	119068743	119069256	1	514	383.3649	14512	0
1_Beta_peak_28699_lociStitched	chr6	64237923	64238556	1	634	383.3448	14513	0
1_Beta_peak_3047_lociStitched	chr1	223485780	223486271	1	492	383.2746	14514	0
1_Beta_peak_18658_lociStitched	chr2	70556384	70557106	1	723	383.2376	14515	0
1_Beta_peak_3489_lociStitched	chr10	564394	564830	1	437	383.2004	14516	0
1_Beta_peak_12196_lociStitched	chr16	24787849	24788378	1	530	383.1018	14517	0
1_Beta_peak_1623_lociStitched	chr1	90032219	90032951	1	733	382.9824	14518	0
1_Beta_peak_30483_lociStitched	chr7	57940537	57940889	1	353	382.8	14519	0
1_Beta_peak_7451_lociStitched	chr12	51118281	51118810	1	530	382.2025	14520	0
2_Beta_peak_26931_lociStitched	chr5	103521285	103522465	2	669	382.202	14521	0
1_Beta_peak_22238_lociStitched	chr22	39077854	39078303	1	450	382.1888	14522	0
2_Beta_peak_12962_lociStitched	chr16	85235944	85237009	2	918	382.0155	14523	0
1_Beta_peak_3238_lociStitched	chr1	232887358	232888121	1	764	381.9578	14524	0
2_Beta_peak_24767_lociStitched	chr4	3533815	3534649	2	570	381.8886	14525	0
1_Beta_peak_34527_lociStitched	chr9	137098021	137098695	1	675	381.7536	14526	0
1_Beta_peak_11352_lociStitched	chr15	81037021	81037832	1	812	381.7377	14527	0
1_Beta_peak_28506_lociStitched	chr6	43444998	43445697	1	700	381.5142	14528	0
2_Beta_peak_19166_lociStitched	chr2	119980851	119981704	2	602	381.4616	14529	0
1_Beta_peak_3961_lociStitched	chr10	43047765	43048301	1	537	381.3104	14530	0
1_Beta_peak_32247_lociStitched	chr8	48785841	48786386	1	546	381.282	14531	0
2_Beta_peak_13472_lociStitched	chr17	10702566	10703618	2	724	381.2448	14532	0
1_Beta_peak_8716_lociStitched	chr13	32982834	32983646	1	813	381.234	14533	0
1_Beta_peak_20583_lociStitched	chr20	20591021	20591522	1	502	381.2109	14534	0
1_Beta_peak_30566_lociStitched	chr7	69558017	69558632	1	616	381.177	14535	0
1_Beta_peak_22054_lociStitched	chr22	30723250	30723625	1	376	381.15	14536	0
1_Beta_peak_32316_lociStitched	chr8	59341852	59342252	1	401	381.08	14537	0
1_Beta_peak_23409_lociStitched	chr3	67048768	67049575	1	808	381.0654	14538	0
1_Beta_peak_24046_lociStitched	chr3	142337559	142338014	1	456	381.0625	14539	0
1_Beta_peak_5028_lociStitched	chr10_gl383543_fix	45819	46624	1	806	381.0065	14540	0
1_Beta_peak_3268_lociStitched	chr1	234040485	234041207	1	723	380.9272	14541	0
2_Beta_peak_2842_lociStitched	chr1	205616864	205618086	2	718	380.8974	14542	0
1_Beta_peak_23021_lociStitched	chr3	44626372	44626926	1	555	380.7642	14543	0
2_Beta_peak_6489_lociStitched	chr11	107728923	107730098	2	987	380.7	14544	0
1_Beta_peak_25556_lociStitched	chr4	113172429	113172950	1	522	380.6947	14545	0
1_Beta_peak_12232_lociStitched	chr16	28722730	28723313	1	584	380.5241	14546	0
2_Beta_peak_7141_lociStitched	chr12	13080026	13081028	2	698	380.259	14547	0
1_Beta_peak_34724_lociStitched	chr9_jh806578_fix	19859	20520	1	662	380.2072	14548	0
1_Beta_peak_29817_lociStitched	chr7	30540	31221	1	682	379.998	14549	0
1_Beta_peak_19476_lociStitched	chr2	166331796	166332160	1	365	379.9432	14550	0
2_Beta_peak_15492_lociStitched	chr18	40194979	40196020	2	737	379.8609	14551	0
1_Beta_peak_14204_lociStitched	chr17	46048434	46048913	1	480	379.847	14552	0
1_Beta_peak_7634_lociStitched	chr12	57881821	57882290	1	470	379.8431	14553	0
1_Beta_peak_21838_lociStitched	chr22	21718960	21719631	1	672	379.7189	14554	0
2_Beta_peak_5363_lociStitched	chr11	14468060	14469055	2	678	379.692	14555	0
1_Beta_peak_13339_lociStitched	chr17	5371762	5372383	1	622	379.6794	14556	0
1_Beta_peak_26280_lociStitched	chr5	17989772	17990461	1	690	379.639	14557	0
1_Beta_peak_10863_lociStitched	chr15	45329324	45329969	1	646	379.5825	14558	0
1_Beta_peak_30243_lociStitched	chr7	36168186	36168826	1	641	379.456	14559	0
2_Beta_peak_25796_lociStitched	chr4	148848971	148849688	2	524	379.4364	14560	0
2_Beta_peak_19639_lociStitched	chr2	183230958	183231822	2	563	379.296	14561	0
1_Beta_peak_33806_lociStitched	chr9	92869554	92870136	1	583	379.2312	14562	0
1_Beta_peak_30076_lociStitched	chr7	18592165	18592979	1	815	379.0798	14563	0
1_Beta_peak_11717_lociStitched	chr16	1429131	1429636	1	506	379.053	14564	0
2_Beta_peak_15513_lociStitched	chr18	42995699	42996745	2	665	378.9658	14565	0
1_Beta_peak_32501_lociStitched	chr8	86132136	86132655	1	520	378.9219	14566	0
2_Beta_peak_31669_lociStitched	chr7_jh159134_fix	3820566	3821539	2	775	378.7889	14567	0
1_Beta_peak_5745_lociStitched	chr11	50676137	50676712	1	576	378.7525	14568	0
1_Beta_peak_11991_lociStitched	chr16	11734571	11735262	1	692	378.7371	14569	0
1_Beta_peak_24962_lociStitched	chr4	38147648	38148322	1	675	378.6532	14570	0
1_Beta_peak_1185_lociStitched	chr1	46859862	46860457	1	596	378.5985	14571	0
1_Beta_peak_11011_lociStitched	chr15	60666427	60666796	1	370	378.4833	14572	0
1_Beta_peak_19369_lociStitched	chr2	153191791	153192340	1	550	378.261	14573	0
1_Beta_peak_7774_lociStitched	chr12	75904956	75905661	1	706	378.0915	14574	0
2_Beta_peak_17752_lociStitched	chr1_jh636054_fix	210227	211183	2	626	378.0024	14575	0
1_Beta_peak_27388_lociStitched	chr5	147161665	147162207	1	543	377.9366	14576	0
1_Beta_peak_5567_lociStitched	chr11	35066710	35067438	1	729	377.9048	14577	0
1_Beta_peak_27090_lociStitched	chr5	126408590	126409316	1	727	377.8104	14578	0
1_Beta_peak_11097_lociStitched	chr15	64943801	64944357	1	557	377.6352	14579	0
1_Beta_peak_7248_lociStitched	chr12	27332227	27332996	1	770	377.5021	14580	0
1_Beta_peak_21084_lociStitched	chr20	51778432	51779114	1	683	377.487	14581	0
1_Beta_peak_5003_lociStitched	chr10	134350433	134350830	1	398	377.4676	14582	0
1_Beta_peak_9042_lociStitched	chr13	71865015	71865929	1	915	377.3906	14583	0
1_Beta_peak_23259_lociStitched	chr3	53303913	53304947	1	1035	377.2032	14584	0
2_Beta_peak_15116_lociStitched	chr17_jh720447_fix	292113	292859	2	555	377.1776	14585	0
1_Beta_peak_33784_lociStitched	chr9	91794557	91795283	1	727	377.157	14586	0
1_Beta_peak_10585_lociStitched	chr15	24042742	24043487	1	746	377.0445	14587	0
1_Beta_peak_12484_lociStitched	chr16	55946219	55946753	1	535	376.6836	14588	0
1_Beta_peak_18499_lociStitched	chr2	61293051	61293577	1	527	376.6686	14589	0
1_Beta_peak_2427_lociStitched	chr1	168260297	168260849	1	553	376.6296	14590	0
1_Beta_peak_4397_lociStitched	chr10	88295079	88295752	1	674	376.5435	14591	0
1_Beta_peak_31590_lociStitched	chr7_gl383534_alt	68157	68722	1	566	376.2335	14592	0
1_Beta_peak_4474_lociStitched	chr10	93351259	93351657	1	399	376.2294	14593	0
1_Beta_peak_5027_lociStitched	chr10	135524255	135524733	1	479	376.1382	14594	0
1_Beta_peak_8147_lociStitched	chr12	113375799	113376492	1	694	376.0218	14595	0
1_Beta_peak_2088_lociStitched	chr1	150808785	150809479	1	695	376.0092	14596	0
1_Beta_peak_15473_lociStitched	chr18	35113795	35114447	1	653	375.8128	14597	0
1_Beta_peak_18596_lociStitched	chr2	67789099	67789492	1	394	375.7473	14598	0
1_Beta_peak_5271_lociStitched	chr11	9160007	9160489	1	483	375.719	14599	0
1_Beta_peak_9546_lociStitched	chr14	34550314	34551118	1	805	375.6288	14600	0
1_Beta_peak_15274_lociStitched	chr18	12000645	12001217	1	573	375.3464	14601	0
1_Beta_peak_16316_lociStitched	chr19	14016714	14017343	1	630	375.3243	14602	0
1_Beta_peak_20395_lociStitched	chr20	4981056	4981828	1	773	375.2692	14603	0
1_Beta_peak_25066_lociStitched	chr4	43765737	43766384	1	648	375.1306	14604	0
1_Beta_peak_18669_lociStitched	chr2	71644433	71645109	1	677	375.1124	14605	0
1_Beta_peak_26846_lociStitched	chr5	93953501	93954185	1	685	375.1056	14606	0
2_Beta_peak_7128_lociStitched	chr12	12808565	12809513	2	641	375.0288	14607	0
2_Beta_peak_20044_lociStitched	chr2	224589897	224590962	2	574	374.9865	14608	0
2_Beta_peak_18875_lociStitched	chr2	95940231	95941287	2	689	374.9856	14609	0
1_Beta_peak_6393_lociStitched	chr11	92361084	92361725	1	642	374.985	14610	0
1_Beta_peak_28162_lociStitched	chr6	26474211	26474968	1	758	374.9421	14611	0
1_Beta_peak_11962_lociStitched	chr16	10132836	10133558	1	723	374.9346	14612	0
1_Beta_peak_13855_lociStitched	chr17	35057611	35058297	1	687	374.6932	14613	0
2_Beta_peak_24241_lociStitched	chr3	170626087	170626978	2	602	374.6655	14614	0
1_Beta_peak_18427_lociStitched	chr2	51240822	51241252	1	431	374.659	14615	0
1_Beta_peak_10883_lociStitched	chr15	47476327	47477330	1	1004	374.6205	14616	0
1_Beta_peak_34091_lociStitched	chr9	114361629	114362083	1	455	374.5954	14617	0
1_Beta_peak_34461_lociStitched	chr9	134954815	134955375	1	561	374.584	14618	0
1_Beta_peak_21081_lociStitched	chr20	51589630	51590135	1	506	374.5585	14619	0
1_Beta_peak_28118_lociStitched	chr6	25006831	25007717	1	887	374.5122	14620	0
1_Beta_peak_30558_lociStitched	chr7	67688712	67689378	1	667	374.4918	14621	0
1_Beta_peak_2662_lociStitched	chr1	193155440	193155999	1	560	374.4741	14622	0
2_Beta_peak_17831_lociStitched	chr2	7171636	7172590	2	747	374.445	14623	0
2_Beta_peak_3980_lociStitched	chr10	45247941	45248969	2	669	374.2948	14624	0
1_Beta_peak_6455_lociStitched	chr11	101816138	101816743	1	606	374.132	14625	0
1_Beta_peak_35272_lociStitched	chrX	77041314	77041759	1	446	374.067	14626	0
